id,first_name,gender,birthday,Age,abonoment_type,visit_per_week,days_per_week,attend_group_lesson,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,personal_training,name_personal_trainer,marketing_channel,membership_duration_months,total_spend_amount,distance_from_gym_km,attend_special_events,monthly_visit_count,customer_satisfaction_rating,primary_fitness_goal,referral_member,visit_satisfaction_interaction,spend_duration_interaction,visit_distance_ratio,spend_per_visit
522,Calypso,Female,00:00.0,24,Standard,2,"Sat, Tue",True,"Zumba, Kickboxen",20:25:00,22:20:00,62.076621854311746,False,,Email,7,161.26,6.16,False,12,5.9,Weight Loss,False,70.80000000000001,1128.82,1.9448946515397083,13.42714404662781
523,Klarika,Female,00:00.0,30,Standard,1,Fri,False,,17:59:00,19:38:00,61.782760036128394,True,Chantal,Flyer,5,600.26,17.49,True,9,8.1,Weight Loss,False,72.89999999999999,3001.3,0.5142857142857142,66.62153163152054
524,Sofie,Female,00:00.0,15,Standard,2,"Sat, Thu",True,XCore,14:20:00,14:54:00,92.99484619160894,False,,Referral,43,560.33,13.62,False,13,9.4,Muscle Gain,False,122.2,24094.190000000002,0.9537784299339692,43.06917755572637
525,Charisse,Female,00:00.0,27,Standard,5,"Sat, Sun, Thu, Tue, Wed",False,,18:22:00,18:58:00,84.0717887873108,False,,Walk-In,45,531.61,16.04,False,15,9.8,Weight Loss,False,147.0,23922.45,0.9345794392523364,35.41705529646902
526,Tailor,Male,00:00.0,16,Premium,4,"Mon, Sat, Thu, Wed",True,Zumba,13:43:00,15:48:00,71.81742056811866,True,Mike,Flyer,31,1817.2,5.38,False,15,6.0,General Health,True,90.0,56333.200000000004,2.782931354359926,121.0659560293138
527,Flora,Female,00:00.0,34,Standard,3,"Fri, Sun, Wed",False,,11:15:00,12:14:00,71.6811626442666,True,Chantal,Walk-In,23,536.62,12.69,True,5,8.6,Weight Loss,True,43.0,12342.26,0.3937007874015748,107.10978043912176
528,Yetty,Female,00:00.0,26,Standard,3,"Sun, Thu, Wed",True,BodyBalance,8:27:00,10:46:00,90.9307514437653,False,,Email,42,580.3,11.65,True,19,8.3,Wellness,False,157.70000000000002,24372.6,1.6295025728987993,30.526038926880585
529,Errol,Male,00:00.0,20,Premium,2,"Mon, Wed",False,,8:50:00,10:35:00,81.04769612625611,False,,Walk-In,10,1530.83,16.74,True,14,6.7,Muscle Gain,True,93.8,15308.3,0.835820895522388,109.2669521770164
530,Sandy,Female,00:00.0,45,Standard,3,"Fri, Sat, Thu",True,"Kickboxen, Running, Pilates",19:59:00,20:43:00,75.94375640495934,False,,Walk-In,32,926.99,18.17,False,17,5.1,Wellness,False,86.69999999999999,29663.68,0.9350935093509349,54.49676660787772
531,Zacharie,Male,00:00.0,31,Premium,2,"Sat, Sun",True,"Kickboxen, Yoga, Running",14:51:00,15:46:00,99.20477333540124,True,Mike,Social Media,43,1564.59,0.74,False,18,8.4,General Health,True,151.20000000000002,67277.37,24.0,86.87340366463074
532,Skell,Male,00:00.0,48,Standard,4,"Fri, Mon, Sat, Tue",True,"BodyPump, Kickboxen",16:04:00,16:43:00,64.19651875796487,True,Chantal,Social Media,30,177.46,13.64,False,3,9.7,General Health,False,29.099999999999998,5323.8,0.21978021978021978,58.956810631229246
533,Cyndie,Female,00:00.0,39,Standard,4,"Fri, Mon, Sat, Wed",False,,18:58:00,21:37:00,45.02236848674014,False,,Social Media,39,1000.76,1.51,True,2,8.2,General Health,False,16.4,39029.64,1.3157894736842106,497.89054726368164
534,Rabbi,Male,00:00.0,28,Standard,5,"Fri, Sat, Sun, Tue, Wed",False,,14:53:00,17:41:00,54.0503828826299,False,,Walk-In,31,115.55,11.2,True,1,7.2,General Health,True,7.2,3582.0499999999997,0.08920606601248886,114.4059405940594
535,Enos,Male,00:00.0,18,Standard,3,"Fri, Tue, Wed",True,"BodyPump, XCore",17:46:00,19:22:00,72.1321503046342,True,Jeffrey,Referral,18,172.17,6.11,False,10,7.6,Weight Loss,True,76.0,3099.06,1.6339869281045751,17.199800199800197
536,Giselbert,Male,00:00.0,36,Premium,3,"Fri, Mon, Thu",False,,16:05:00,16:43:00,92.45061177747863,False,,Walk-In,36,1817.55,6.48,False,19,6.0,Muscle Gain,False,114.0,65431.799999999996,2.9275808936825887,95.61020515518148
537,Jane,Female,00:00.0,26,Standard,3,"Fri, Sat, Thu",True,"BodyPump, HIT, Zumba",10:22:00,11:11:00,88.10411370669516,True,Chantal,Referral,2,321.53,7.38,True,17,8.8,General Health,True,149.60000000000002,643.06,2.300405953991881,18.902410346854786
538,Jethro,Male,00:00.0,44,Standard,2,"Fri, Thu",False,,8:10:00,10:42:00,74.76363912557609,True,Jeffrey,Referral,14,1088.22,12.62,False,12,8.7,Wellness,True,104.39999999999999,15235.08,0.9501187648456058,90.60949208992507
539,Dru,Male,00:00.0,12,Standard,1,Fri,True,"XCore, Pilates",17:08:00,17:40:00,52.37487111966928,False,,Social Media,13,851.64,7.01,True,1,5.7,General Health,False,5.7,11071.32,0.14245014245014245,843.2079207920792
540,Ermanno,Male,00:00.0,24,Standard,1,Mon,True,Yoga,8:58:00,10:09:00,82.40845332645476,True,Hanna,Flyer,29,727.32,14.79,False,12,9.4,Muscle Gain,True,112.80000000000001,21092.280000000002,0.8108108108108109,60.559533721898426
541,Solomon,Male,00:00.0,48,Premium,2,"Mon, Tue",False,,16:59:00,17:48:00,77.65519459594131,False,,Email,12,1804.68,8.39,False,17,6.3,Wellness,False,107.1,21656.16,2.0238095238095237,106.09523809523809
542,Cicily,Male,00:00.0,12,Standard,1,Tue,True,XCore,11:55:00,14:42:00,63.938299142070626,False,,Social Media,39,92.56,1.83,True,3,9.9,Wellness,False,29.700000000000003,3609.84,1.6304347826086956,30.750830564784057
543,Perle,Female,00:00.0,29,Standard,2,"Sat, Sun",False,,14:45:00,15:42:00,73.86720901198596,True,Jeffrey,Social Media,2,1344.39,15.78,True,11,6.9,Wellness,True,75.9,2688.78,0.6966434452184928,122.10626702997277
544,Bianca,Female,00:00.0,12,Premium,2,"Fri, Mon",True,"BodyBalance, BodyPump",9:49:00,10:36:00,83.77830322691871,True,Hanna,Flyer,32,1928.62,6.07,False,17,5.9,Weight Loss,False,100.30000000000001,61715.84,2.7960526315789473,113.38154027042914
545,Ddene,Male,00:00.0,37,Standard,1,Tue,True,BodyBalance,15:26:00,18:01:00,52.06633094986254,False,,Email,13,1142.33,8.94,True,3,6.8,General Health,False,20.4,14850.289999999999,0.335195530726257,379.51162790697674
546,Agnesse,Female,00:00.0,20,Premium,1,Wed,False,,8:55:00,9:55:00,65.76482926134344,True,Hanna,Walk-In,46,1876.8,13.87,False,8,7.2,Weight Loss,True,57.6,86332.8,0.5763688760806917,234.30711610486892
547,Papageno,Male,00:00.0,22,Standard,2,"Fri, Sat",False,,16:19:00,19:01:00,50.5899340723862,False,,Walk-In,27,151.9,6.98,False,4,5.3,Wellness,False,21.2,4101.3,0.5722460658082975,37.880299251870326
548,Alvina,Female,00:00.0,13,Standard,2,"Mon, Wed",True,"Pilates, BodyPump",16:36:00,18:18:00,70.86663119704791,False,,Social Media,41,866.65,1.6,False,7,7.9,Weight Loss,True,55.300000000000004,35532.65,4.3478260869565215,123.6305278174037
549,Sebastiano,Male,00:00.0,35,Standard,1,Mon,True,"BodyPump, Spinning, BodyBalance",16:27:00,17:50:00,85.16365223681532,True,Jeffrey,Email,17,557.31,7.79,False,14,8.0,Weight Loss,True,112.0,9474.269999999999,1.794871794871795,39.779443254817984
550,Charyl,Female,00:00.0,18,Premium,1,Fri,False,,18:01:00,19:25:00,80.10793227750534,True,Jeffrey,Social Media,40,1475.1,18.92,False,14,8.7,Weight Loss,True,121.79999999999998,59004.0,0.7395668251452719,105.28907922912205
551,Manda,Female,00:00.0,36,Premium,2,"Mon, Wed",False,,15:38:00,16:42:00,50.58950700718155,True,Mike,Referral,31,1963.53,13.01,True,4,5.1,General Health,True,20.4,60869.43,0.30721966205837176,489.65835411471323
552,Bernetta,Female,00:00.0,37,Standard,1,Sun,True,"Spinning, HIT",15:55:00,17:06:00,84.71625896236432,False,,Social Media,34,550.23,13.59,False,16,7.7,Wellness,True,123.2,18707.82,1.1764705882352942,34.36789506558401
553,Consalve,Male,00:00.0,37,Standard,3,"Mon, Sat, Thu",True,"Kickboxen, Spinning, BodyBalance",18:23:00,20:10:00,42.620450265750655,False,,Social Media,24,1325.64,12.83,False,1,5.3,Wellness,False,5.3,31815.36,0.0778816199376947,1312.5148514851487
554,Kit,Female,00:00.0,46,Standard,3,"Fri, Sun, Tue",True,"BodyPump, Kickboxen, LesMiles",18:15:00,19:07:00,89.86890867016079,True,Jeffrey,Walk-In,45,436.29,4.38,False,17,8.5,General Health,False,144.5,19633.05,3.8724373576309796,25.649029982363313
555,Garner,Male,00:00.0,39,Standard,4,"Fri, Mon, Sun, Tue",True,BodyPump,19:22:00,20:59:00,61.30093880938113,False,,Walk-In,35,1152.39,8.66,True,10,5.3,Weight Loss,False,53.0,40333.65,1.1534025374855825,115.12387612387613
556,Audra,Female,00:00.0,39,Standard,2,"Sat, Thu",False,,10:32:00,11:50:00,91.18945299557244,False,,Walk-In,6,954.67,15.14,True,16,9.6,Weight Loss,False,153.6,5728.0199999999995,1.056105610561056,59.62960649594003
557,Hatti,Female,00:00.0,37,Premium,1,Thu,True,"LesMiles, Zumba, Pilates",10:36:00,11:30:00,89.2199684414375,False,,Referral,19,1945.41,2.48,False,16,8.5,Muscle Gain,False,136.0,36962.79,6.425702811244981,121.51217988757026
558,Theodoric,Male,00:00.0,48,Standard,3,"Fri, Sat, Sun",False,,15:32:00,16:21:00,71.41019313965685,True,Hanna,Walk-In,30,1236.63,5.92,True,8,7.5,Muscle Gain,False,60.0,37098.9,1.349072512647555,154.38576779026218
559,Bride,Male,00:00.0,46,Standard,2,"Sat, Sun",False,,17:54:00,19:43:00,76.88877754786596,False,,Email,7,731.54,5.89,False,7,7.2,Muscle Gain,False,50.4,5120.78,1.1864406779661019,104.35663338088445
560,Marietta,Female,00:00.0,45,Standard,2,"Thu, Wed",False,,15:36:00,17:50:00,48.7470606159044,True,Hanna,Flyer,10,272.49,8.92,False,6,5.7,General Health,True,34.2,2724.9,0.671892497200448,45.339434276206326
561,Monique,Female,00:00.0,43,Standard,5,"Fri, Mon, Sat, Thu, Tue",True,"BodyPump, Yoga, Kickboxen",13:20:00,14:50:00,80.35054604597846,False,,Email,41,344.93,19.62,False,16,6.5,Wellness,False,104.0,14142.130000000001,0.815078960774325,21.54465958775765
562,Gerladina,Female,00:00.0,37,Standard,1,Sat,True,Yoga,12:52:00,15:39:00,98.79287009487275,False,,Email,32,489.37,1.82,False,16,9.3,Muscle Gain,True,148.8,15659.84,8.743169398907103,30.566520924422232
563,Filippa,Female,00:00.0,16,Standard,5,"Fri, Mon, Sat, Sun, Wed",False,,18:39:00,20:03:00,77.15327364664915,True,Jeffrey,Walk-In,34,539.38,10.61,False,7,9.5,Wellness,True,66.5,18338.92,0.6591337099811676,76.94436519258203
564,Helaina,Female,00:00.0,17,Premium,2,"Fri, Sun",False,,16:59:00,18:57:00,61.24400271048343,False,,Flyer,28,1708.7,4.0,False,9,5.0,Wellness,False,45.0,47843.6,2.2443890274314215,189.64483906770255
565,Thorsten,Male,00:00.0,42,Standard,1,Sat,True,"Kickboxen, Pilates, Yoga",12:52:00,13:23:00,77.73360414771582,False,,Flyer,15,1144.38,19.43,True,14,8.0,Wellness,True,112.0,17165.7,0.7201646090534979,81.68308351177731
566,Kathy,Female,00:00.0,33,Standard,2,"Fri, Tue",False,,9:56:00,12:44:00,75.28375826064226,True,Hanna,Flyer,30,1070.61,2.71,False,11,8.6,General Health,True,94.6,32118.299999999996,4.044117647058824,97.23978201634877
567,Verile,Female,00:00.0,44,Standard,4,"Fri, Mon, Thu, Tue",True,Kickboxen,19:09:00,20:37:00,70.47231092719957,False,,Referral,37,273.8,8.37,False,14,8.1,General Health,False,113.39999999999999,10130.6,1.6706443914081148,19.543183440399716
568,Amye,Female,00:00.0,35,Premium,5,"Mon, Sat, Thu, Tue, Wed",False,,10:41:00,11:43:00,54.94800942403636,False,,Walk-In,29,1727.27,14.89,False,7,5.4,General Health,False,37.800000000000004,50090.83,0.4697986577181208,246.40085592011414
569,Pasquale,Male,00:00.0,31,Standard,2,"Mon, Sat",True,"Yoga, LesMiles, BodyPump",20:28:00,22:53:00,40.049256286979045,True,Hanna,Flyer,22,1459.49,14.24,False,1,6.1,General Health,False,6.1,32108.78,0.07017543859649122,1445.039603960396
570,Dewitt,Male,00:00.0,40,Standard,1,Sat,False,,18:30:00,20:35:00,80.10646820995723,False,,Referral,4,181.95,8.74,False,13,6.3,Muscle Gain,False,81.89999999999999,727.8,1.4857142857142858,13.985395849346656
571,Emmalynne,Female,00:00.0,49,Premium,2,"Fri, Wed",False,,10:11:00,11:21:00,59.61040883022065,True,Hanna,Social Media,20,1430.28,7.26,False,3,9.2,Weight Loss,True,27.599999999999998,28605.6,0.4126547455295736,475.1760797342193
572,Sheila,Female,00:00.0,16,Standard,5,"Mon, Sat, Sun, Thu, Tue",True,Spinning,17:04:00,17:34:00,52.8168539905526,False,,Social Media,32,1109.9,8.25,False,4,7.3,Weight Loss,True,29.2,35516.8,0.48426150121065376,276.783042394015
573,Iggie,Male,00:00.0,27,Standard,3,"Mon, Sun, Wed",False,,18:16:00,19:13:00,77.53862256060107,False,,Referral,36,209.36,5.65,True,11,7.4,Weight Loss,False,81.4,7536.960000000001,1.9434628975265018,19.015440508628522
574,Stafani,Female,00:00.0,49,Standard,2,"Sat, Tue",False,,19:30:00,22:29:00,66.41894551496473,True,Chantal,Referral,4,943.69,4.5,False,2,9.7,Muscle Gain,True,19.4,3774.76,0.4434589800443459,469.497512437811
575,Laurice,Female,00:00.0,33,Standard,1,Mon,False,,16:29:00,18:47:00,75.98467443294076,True,Hanna,Walk-In,27,995.16,9.92,False,14,8.2,Weight Loss,False,114.79999999999998,26869.32,1.4098690835850958,71.0321199143469
576,Brade,Male,00:00.0,16,Standard,2,"Tue, Wed",True,"Running, BodyPump",12:40:00,14:33:00,88.5089447830496,True,Chantal,Walk-In,17,373.26,5.74,False,12,9.5,Muscle Gain,True,114.0,6345.42,2.0869565217391304,31.07910074937552
577,Yelena,Female,00:00.0,21,Premium,2,"Fri, Mon",False,,10:26:00,12:27:00,90.79440970564704,True,Mike,Social Media,12,1894.11,6.11,False,17,7.3,Muscle Gain,False,124.1,22729.32,2.7777777777777777,111.352733686067
578,Lester,Male,00:00.0,41,Premium,5,"Fri, Sun, Thu, Tue, Wed",False,,20:35:00,23:32:00,72.41610744264227,False,,Flyer,22,1707.45,13.31,False,12,5.7,Muscle Gain,False,68.4,37563.9,0.9009009009009009,142.16902581182347
579,Nickey,Male,00:00.0,35,Standard,2,"Sat, Sun",False,,19:50:00,21:54:00,80.60425753846854,True,Hanna,Social Media,17,1354.59,19.39,True,12,9.6,Weight Loss,False,115.19999999999999,23028.03,0.6185567010309277,112.78850957535387
580,Freedman,Male,00:00.0,18,Standard,3,"Mon, Thu, Wed",True,Running,16:10:00,18:43:00,52.710771584094324,False,,Flyer,10,951.48,12.27,False,1,7.3,Wellness,False,7.3,9514.8,0.08143322475570033,942.059405940594
581,Albert,Male,00:00.0,49,Standard,3,"Fri, Thu, Tue",False,,15:25:00,17:54:00,72.94929379014482,False,,Flyer,1,852.94,2.0,True,13,5.9,Weight Loss,False,76.7,852.94,6.467661691542289,65.56033820138356
582,Avie,Male,00:00.0,44,Standard,2,"Mon, Tue",True,"BodyPump, Spinning",14:41:00,15:12:00,77.10653978705126,False,,Walk-In,22,1319.4,1.97,False,14,6.5,Weight Loss,True,91.0,29026.800000000003,7.070707070707071,94.17558886509637
583,Giacinta,Female,00:00.0,30,Standard,1,Wed,False,,16:34:00,17:28:00,35.65898710834468,False,,Email,26,1113.59,19.05,False,2,5.3,General Health,True,10.6,28953.339999999997,0.10493179433368309,554.0248756218906
584,Dallis,Male,00:00.0,28,Standard,3,"Fri, Sat, Tue",False,,10:48:00,12:54:00,85.1009794675572,False,,Email,18,171.43,6.3,True,12,7.3,Muscle Gain,True,87.6,3085.7400000000002,1.9017432646592711,14.273938384679434
585,Courtenay,Female,00:00.0,26,Standard,2,"Sat, Sun",True,"Kickboxen, BodyPump, Zumba",20:45:00,22:10:00,91.40949246356564,True,Chantal,Referral,14,1049.38,2.3,True,16,9.3,Wellness,False,148.8,14691.320000000002,6.926406926406927,65.54528419737665
586,Roosevelt,Male,00:00.0,32,Premium,3,"Fri, Sat, Tue",False,,8:13:00,9:23:00,63.48800428144412,False,,Walk-In,47,1622.49,12.18,False,4,9.7,General Health,True,38.8,76257.03,0.3281378178835111,404.6109725685786
587,Cammy,Male,00:00.0,26,Standard,5,"Fri, Mon, Sun, Tue, Wed",True,"Spinning, Zumba",15:57:00,18:11:00,83.1384210315357,False,,Flyer,29,945.52,12.66,True,8,9.7,Wellness,False,77.6,27420.079999999998,0.6314127861089187,118.04244694132335
588,Rochester,Male,00:00.0,19,Standard,3,"Fri, Sun, Thu",True,"BodyPump, HIT, Pilates",8:22:00,10:46:00,51.838331159072936,True,Hanna,Email,12,151.32,13.15,False,2,5.6,Wellness,True,11.2,1815.84,0.1519756838905775,75.28358208955224
589,Adham,Male,00:00.0,15,Premium,4,"Mon, Thu, Tue, Wed",False,,14:06:00,16:29:00,76.68487808429477,False,,Flyer,36,1583.24,5.71,True,10,6.9,Muscle Gain,False,69.0,56996.64,1.7482517482517483,158.16583416583418
590,Toby,Male,00:00.0,31,Standard,2,"Mon, Tue",True,"XCore, Running, BodyBalance",9:51:00,11:53:00,55.42015847365884,True,Chantal,Email,35,442.66,0.79,True,9,5.1,Weight Loss,False,45.9,15493.1,11.25,49.12985571587126
591,Waylen,Male,00:00.0,39,Standard,5,"Fri, Mon, Sat, Tue, Wed",True,HIT,12:50:00,13:21:00,105.4572223047148,True,Jeffrey,Email,12,554.31,19.32,False,15,9.3,Muscle Gain,True,139.5,6651.719999999999,0.775995861355406,36.929380413057956
592,Aurie,Female,00:00.0,43,Standard,3,"Fri, Mon, Tue",True,BodyBalance,10:17:00,12:43:00,83.10493131070272,True,Mike,Email,7,371.18,5.39,False,13,6.8,Muscle Gain,True,88.39999999999999,2598.26,2.4074074074074074,28.530361260568796
593,Honor,Female,00:00.0,26,Standard,5,"Mon, Sun, Thu, Tue, Wed",False,,19:51:00,21:41:00,87.22518528830203,True,Chantal,Walk-In,29,693.92,13.68,False,17,8.2,General Health,True,139.39999999999998,20123.68,1.241782322863404,40.79482657260434
594,Clare,Male,00:00.0,15,Premium,1,Fri,True,"BodyPump, LesMiles, XCore",8:01:00,10:51:00,96.76228298562926,True,Hanna,Social Media,11,1525.67,14.28,False,16,8.6,Muscle Gain,False,137.6,16782.370000000003,1.1196641007697692,95.29481574016239
595,Orazio,Male,00:00.0,33,Standard,2,"Sat, Tue",True,"BodyPump, Yoga, XCore",17:06:00,19:10:00,63.915522356079904,True,Hanna,Flyer,33,1062.8,12.4,False,2,7.1,Weight Loss,False,14.2,35072.4,0.16116035455278002,528.7562189054727
596,Darius,Male,00:00.0,46,Standard,5,"Fri, Mon, Sat, Sun, Tue",False,,20:46:00,23:18:00,72.9174236794648,True,Hanna,Walk-In,6,449.52,6.6,False,14,6.5,Wellness,True,91.0,2697.12,2.1180030257186084,32.08565310492505
597,Holly,Male,00:00.0,48,Premium,1,Sat,False,,18:52:00,21:06:00,75.08179011600592,True,Mike,Walk-In,47,1761.77,5.79,False,3,9.8,Muscle Gain,False,29.400000000000002,82803.19,0.5172413793103449,585.3056478405316
598,Ami,Female,00:00.0,14,Premium,2,"Fri, Tue",True,"BodyBalance, Running",9:21:00,11:54:00,79.0446866850057,True,Mike,Walk-In,15,1765.18,12.15,False,12,9.8,Wellness,True,117.60000000000001,26477.7,0.9868421052631579,146.9758534554538
599,Weber,Male,00:00.0,38,Premium,5,"Fri, Mon, Thu, Tue, Wed",False,,8:35:00,10:57:00,69.6525027886818,True,Jeffrey,Walk-In,32,1747.63,17.39,False,8,6.4,Muscle Gain,False,51.2,55924.16,0.4597701149425287,218.18102372034957
600,Meyer,Male,00:00.0,44,Standard,3,"Fri, Sun, Tue",False,,19:40:00,21:01:00,48.44303902856751,True,Jeffrey,Walk-In,11,515.65,18.96,False,2,7.4,Wellness,False,14.8,5672.15,0.10542962572482867,256.54228855721396
601,Germaine,Female,00:00.0,39,Standard,2,"Tue, Wed",False,,12:10:00,13:27:00,73.54633373483438,True,Mike,Referral,23,929.92,2.57,True,4,9.9,Muscle Gain,False,39.6,21388.16,1.5503875968992251,231.9002493765586
602,Germayne,Male,00:00.0,49,Premium,2,"Tue, Wed",False,,15:41:00,18:34:00,58.95024171096135,False,,Flyer,26,1970.73,3.52,False,14,5.0,General Health,True,70.0,51238.98,3.96600566572238,140.66595289079228
603,Ingamar,Male,00:00.0,17,Premium,3,"Mon, Thu, Tue",False,,15:24:00,16:49:00,84.80762285489385,False,,Walk-In,34,1555.42,18.92,True,16,7.1,Wellness,False,113.6,52884.28,0.8452192287374536,97.15302935665208
604,Mirella,Female,00:00.0,35,Standard,2,"Sun, Wed",False,,18:42:00,21:30:00,90.78373168792956,True,Jeffrey,Flyer,46,102.98,14.86,False,19,5.5,Muscle Gain,False,104.5,4737.08,1.277740416946873,5.417148869016307
605,Joey,Male,00:00.0,45,Standard,3,"Thu, Tue, Wed",True,HIT,17:42:00,19:42:00,65.1955464614041,False,,Referral,34,177.15,17.72,True,2,7.5,Muscle Gain,True,15.0,6023.1,0.11280315848843768,88.13432835820896
606,Ruben,Male,00:00.0,29,Standard,3,"Sat, Tue, Wed",True,XCore,20:39:00,21:21:00,64.13780846733566,True,Hanna,Referral,29,954.67,4.45,False,12,5.1,General Health,True,61.199999999999996,27685.43,2.690582959641256,79.48959200666111
607,Maureene,Female,00:00.0,42,Premium,3,"Mon, Thu, Wed",False,,16:20:00,17:27:00,76.35883008758671,True,Mike,Flyer,4,1822.98,11.96,False,14,7.0,General Health,False,98.0,7291.92,1.1695906432748537,130.1199143468951
608,Ekaterina,Female,00:00.0,18,Standard,3,"Sat, Tue, Wed",True,HIT,8:46:00,10:56:00,64.49569535625218,False,,Email,17,1100.47,14.17,True,6,6.1,General Health,False,36.599999999999994,18707.99,0.4231311706629055,183.10648918469218
609,Marrissa,Female,00:00.0,36,Standard,3,"Mon, Sun, Thu",True,BodyBalance,17:33:00,20:00:00,72.9561360408263,False,,Social Media,35,1020.73,13.76,True,13,7.7,Wellness,False,100.10000000000001,35725.55,0.944081336238199,78.45734050730208
610,Neda,Female,00:00.0,34,Standard,2,"Thu, Tue",True,"Yoga, Running",14:03:00,16:19:00,69.39178399139591,False,,Email,13,255.67,8.46,True,4,10.0,Wellness,False,40.0,3323.71,0.47225501770956313,63.758104738154614
611,Arly,Female,00:00.0,36,Premium,1,Fri,True,Yoga,14:49:00,15:28:00,93.36495571412505,True,Chantal,Email,41,1330.72,0.8,False,18,9.0,General Health,False,162.0,54559.520000000004,22.22222222222222,73.88784008883952
612,Alameda,Female,00:00.0,45,Premium,3,"Sun, Thu, Tue",False,,13:42:00,15:41:00,86.50994614197879,False,,Email,39,1653.1,11.87,False,12,9.2,Weight Loss,True,110.39999999999999,64470.899999999994,1.0101010101010102,137.6436303080766
613,Emlen,Male,00:00.0,43,Standard,5,"Fri, Sat, Sun, Thu, Wed",True,XCore,17:32:00,19:46:00,92.99327406276875,True,Mike,Walk-In,15,791.82,5.44,True,19,8.2,Weight Loss,True,155.79999999999998,11877.300000000001,3.4862385321100917,41.65281430825881
614,Phineas,Male,00:00.0,16,Premium,3,"Mon, Thu, Tue",False,,9:37:00,10:58:00,69.24459422413675,False,,Referral,29,1562.44,9.28,False,8,5.2,Muscle Gain,False,41.6,45310.76,0.861141011840689,195.06117353308366
615,Norbie,Male,00:00.0,39,Premium,3,"Thu, Tue, Wed",False,,18:07:00,18:50:00,51.70865214730072,False,,Email,29,1930.73,19.17,False,7,6.0,Weight Loss,False,42.0,55991.17,0.364963503649635,275.4251069900143
616,Dennis,Male,00:00.0,37,Standard,2,"Sat, Tue",False,,11:30:00,13:22:00,96.3554882414751,False,,Referral,11,447.34,8.28,False,16,9.6,Muscle Gain,False,153.6,4920.74,1.9300361881785286,27.941286695815112
617,Duffie,Male,00:00.0,24,Standard,4,"Fri, Sun, Thu, Wed",False,,15:28:00,17:59:00,79.36555797968204,True,Chantal,Flyer,32,1070.49,16.88,False,19,6.8,Wellness,False,129.2,34255.68,1.1249259917110717,56.311941083640185
618,Earlie,Male,00:00.0,37,Standard,3,"Fri, Mon, Wed",False,,20:35:00,23:35:00,41.62064101255972,True,Jeffrey,Social Media,2,609.92,4.18,False,6,5.5,Wellness,False,33.0,1219.84,1.4319809069212412,101.48419301164725
619,Phillip,Male,00:00.0,48,Premium,3,"Fri, Sun, Tue",False,,14:29:00,17:07:00,77.9859966805382,True,Jeffrey,Flyer,47,1596.07,13.61,False,11,8.5,Weight Loss,False,93.5,75015.29,0.8076358296622614,144.96548592188918
620,Geneva,Female,00:00.0,24,Standard,2,"Mon, Thu",True,"Zumba, Spinning",10:26:00,12:06:00,54.69185580045993,False,,Flyer,14,1176.31,19.55,True,5,6.5,Wellness,False,32.5,16468.34,0.25562372188139054,234.79241516966067
621,Haley,Male,00:00.0,40,Standard,1,Thu,False,,10:52:00,11:27:00,79.19535844289847,False,,Walk-In,20,1287.44,2.49,True,16,6.3,General Health,False,100.8,25748.800000000003,6.4,80.41474078700811
622,Glory,Female,00:00.0,48,Premium,3,"Mon, Sat, Wed",True,"Kickboxen, Zumba, Pilates",15:30:00,17:48:00,74.1774464026775,True,Hanna,Social Media,22,1605.93,0.66,True,7,10.0,General Health,True,70.0,35330.46,10.44776119402985,229.09129814550644
623,Merralee,Female,00:00.0,13,Standard,2,"Fri, Tue",True,"Yoga, BodyPump, Spinning",8:25:00,9:36:00,68.40218157601805,True,Jeffrey,Flyer,11,822.14,8.95,True,5,9.3,Weight Loss,False,46.5,9043.539999999999,0.5580357142857143,164.0998003992016
624,Willie,Male,00:00.0,43,Premium,3,"Sun, Tue, Wed",False,,8:39:00,10:03:00,76.69057705885851,False,,Flyer,27,1834.43,2.31,False,11,7.0,Weight Loss,True,77.0,49529.61,4.741379310344828,166.61489554950046
625,Olympie,Female,00:00.0,21,Standard,4,"Fri, Mon, Sat, Sun",False,,19:28:00,21:19:00,99.63647544637976,True,Hanna,Social Media,3,1089.41,15.09,False,15,9.9,Muscle Gain,False,148.5,3268.2300000000005,0.9933774834437087,72.57894736842105
626,Warren,Male,00:00.0,21,Standard,5,"Fri, Mon, Sun, Thu, Tue",True,"LesMiles, Running",16:57:00,19:06:00,62.54494609051913,False,,Social Media,17,358.01,18.33,False,3,8.3,Wellness,False,24.900000000000002,6086.17,0.16357688113413305,118.94019933554817
627,Tiffani,Female,00:00.0,29,Standard,2,"Thu, Wed",True,"Spinning, BodyPump",20:00:00,22:20:00,73.28878156982962,True,Chantal,Flyer,44,1407.0,8.96,True,5,8.7,Muscle Gain,False,43.5,61908.0,0.5574136008918618,280.83832335329345
628,Welbie,Male,00:00.0,39,Premium,2,"Thu, Wed",False,,16:53:00,19:23:00,64.92394060006129,True,Mike,Social Media,28,1596.86,5.54,True,5,5.2,Muscle Gain,False,26.0,44712.079999999994,0.9009009009009009,318.7345309381237
629,Jean,Male,00:00.0,17,Standard,3,"Fri, Sat, Wed",False,,11:02:00,13:11:00,54.2018117264011,True,Chantal,Flyer,29,667.69,8.97,False,9,5.6,General Health,True,50.4,19363.010000000002,1.0022271714922049,74.10543840177581
